Film,Date,Year,Weekend,Gross
Basic Instinct,5/3/1992,1992,18,4042740
Basic Instinct,5/10/1992,1992,19,4012920
Lethal Weapon 3,5/17/1992,1992,20,33243086
Lethal Weapon 3,5/25/1992,1992,21,27567462
Lethal Weapon 3,5/31/1992,1992,22,15420806
Patriot Games,6/7/1992,1992,23,18511191
Patriot Games,6/14/1992,1992,24,11208134
Batman Returns,6/21/1992,1992,25,45687711
Batman Returns,6/28/1992,1992,26,25425426
Batman Returns,7/5/1992,1992,27,13823658
A League of Their Own,7/12/1992,1992,28,11660303
"Honey, I Blew Up the Kid",7/19/1992,1992,29,11083318
Mo' Money,7/26/1992,1992,30,12385415
Death Becomes Her,8/2/1992,1992,31,12110355
Unforgiven,8/9/1992,1992,32,15018007
Unforgiven,8/16/1992,1992,33,11374018
Unforgiven,8/23/1992,1992,34,7741277
Honeymoon in Vegas,8/30/1992,1992,35,7318157
Honeymoon in Vegas,9/7/1992,1992,36,9170428
Sneakers,9/13/1992,1992,37,10031145
Sneakers,9/20/1992,1992,38,8112395
The Last of the Mohicans,9/27/1992,1992,39,10976661
The Last of the Mohicans,10/4/1992,1992,40,9653376
Under Siege,10/12/1992,1992,41,15760003
Under Siege,10/18/1992,1992,42,11151874
Under Siege,10/25/1992,1992,43,9024560
Under Siege,11/1/1992,1992,44,6195221
Passenger 57,11/8/1992,1992,45,10513925
Dracula,11/15/1992,1992,46,30521679
Home Alone 2: Lost in New York,11/22/1992,1992,47,31126882
Home Alone 2: Lost in New York,11/29/1992,1992,48,28616454
Home Alone 2: Lost in New York,12/6/1992,1992,49,12425234
A Few Good Men,12/13/1992,1992,50,15517468
A Few Good Men,12/20/1992,1992,51,11145377
A Few Good Men,12/27/1992,1992,52,13608117
Aladdin,1/3/1993,1993,1,15642073
A Few Good Men,1/10/1993,1993,2,9012668
Aladdin,1/18/1993,1993,3,10920346
Aladdin,1/24/1993,1993,4,7438690
Aladdin,1/31/1993,1993,5,6319917
Loaded Weapon 1,2/7/1993,1993,6,9202722
Groundhog Day,2/15/1993,1993,7,14652108
Groundhog Day,2/21/1993,1993,8,9330577
Falling Down,2/28/1993,1993,9,8724452
Falling Down,3/7/1993,1993,10,7625100
CB4,3/14/1993,1993,11,6122450
Teenage Mutant Ninja Turtles III,3/21/1993,1993,12,12419597
Teenage Mutant Ninja Turtles III,3/28/1993,1993,13,7405465
Cop and a Half,4/4/1993,1993,14,6027285
Indecent Proposal,4/11/1993,1993,15,18387632
Indecent Proposal,4/18/1993,1993,16,14724600
Indecent Proposal,4/25/1993,1993,17,10010763
Indecent Proposal,5/2/1993,1993,18,7089915
Dragon: The Bruce Lee Story,5/9/1993,1993,19,10019970
Dave,5/16/1993,1993,20,8506834
Sliver,5/23/1993,1993,21,12138283
Cliffhanger,5/31/1993,1993,22,20458022
Cliffhanger,6/6/1993,1993,23,12152400
Jurassic Park,6/13/1993,1993,24,47026828
Jurassic Park,6/20/1993,1993,25,38455860
Jurassic Park,6/27/1993,1993,26,27690520
The Firm,7/5/1993,1993,27,32476785
The Firm,7/11/1993,1993,28,17937098
The Firm,7/18/1993,1993,29,13281416
Poetic Justice,7/25/1993,1993,30,11728455
Rising Sun,8/1/1993,1993,31,15195941
The Fugitive,8/8/1993,1993,32,23758855
The Fugitive,8/15/1993,1993,33,22438277
The Fugitive,8/22/1993,1993,34,18148331
The Fugitive,8/29/1993,1993,35,14502865
The Fugitive,9/6/1993,1993,36,17239413
The Fugitive,9/12/1993,1993,37,8316440
Striking Distance,9/19/1993,1993,38,8705808
The Good Son,9/26/1993,1993,39,12520305
Malice,10/3/1993,1993,40,9232650
Demolition Man,10/11/1993,1993,41,15973850
Demolition Man,10/17/1993,1993,42,10284335
The Beverly Hillbillies,10/24/1993,1993,43,7178556
The Nightmare Before Christmas,10/31/1993,1993,44,8212477
The Nightmare Before Christmas,11/7/1993,1993,45,7684284
The Three Musketeers,11/14/1993,1993,46,10621992
Addams Family Values,11/21/1993,1993,47,14117545
Mrs. Doubtfire,11/28/1993,1993,48,20468847
Mrs. Doubtfire,12/5/1993,1993,49,14735459
Wayne's World 2,12/12/1993,1993,50,13516699
The Pelican Brief,12/19/1993,1993,51,16864404
The Pelican Brief,12/26/1993,1993,52,11124936
Mrs. Doubtfire,1/2/1994,1993,53,16346568
Mrs. Doubtfire,1/9/1994,1994,1,11536024
Philadelphia,1/16/1994,1994,2,13817010
Philadelphia,1/23/1994,1994,3,8830605
Mrs. Doubtfire,1/30/1994,1994,4,7742001
Ace Ventura: Pet Detective,2/6/1994,1994,5,12115105
Ace Ventura: Pet Detective,2/13/1994,1994,6,9673717
On Deadly Ground,2/20/1994,1994,7,12679573
Ace Ventura: Pet Detective,2/27/1994,1994,8,6512350
Ace Ventura: Pet Detective,3/6/1994,1994,9,5095449
Guarding Tess,3/13/1994,1994,10,7065213
Naked Gun 33 1/3: The Final Insult,3/20/1994,1994,11,13216531
D2: The Mighty Ducks,3/27/1994,1994,12,10356748
Major League II,4/3/1994,1994,13,7040777
D2: The Mighty Ducks,4/10/1994,1994,14,5513111
Four Weddings and a Funeral,4/17/1994,1994,15,4162489
Bad Girls,4/24/1994,1994,16,5012200
No Escape,5/1/1994,1994,17,4588736
With Honors,5/8/1994,1994,18,3741737
The Crow,5/15/1994,1994,19,11774332
Maverick,5/22/1994,1994,20,17248545
The Flintstones,5/29/1994,1994,21,29688730
The Flintstones,6/5/1994,1994,22,18217305
Speed,6/12/1994,1994,23,14456194
Wolf,6/19/1994,1994,24,17911366
The Lion King,6/26/1994,1994,25,40888194
The Lion King,7/3/1994,1994,26,34208876
Forrest Gump,7/10/1994,1994,27,24450602
True Lies,7/17/1994,1994,28,25869770
Forrest Gump,7/24/1994,1994,29,21931425
The Mask,7/31/1994,1994,30,23117068
Clear and Present Danger,8/7/1994,1994,31,20348017
Clear and Present Danger,8/14/1994,1994,32,15965071
Forrest Gump,8/21/1994,1994,33,11248160
Natural Born Killers,8/28/1994,1994,34,11166687
Forrest Gump,9/4/1994,1994,35,12221147
Forrest Gump,9/11/1994,1994,36,6760367
Timecop,9/18/1994,1994,37,12064625
Timecop,9/25/1994,1994,38,8176615
The River Wild,10/2/1994,1994,39,10214450
The Specialist,10/9/1994,1994,40,14317765
Pulp Fiction,10/16/1994,1994,41,9311882
Pulp Fiction,10/23/1994,1994,42,8389221
Stargate,10/30/1994,1994,43,16651018
Stargate,11/6/1994,1994,44,12368778
Interview with the Vampire: The Vampire Chronicles,11/13/1994,1994,45,36389705
Star Trek Generations,11/20/1994,1994,46,23116394
The Santa Clause,11/27/1994,1994,47,20437607
The Santa Clause,12/4/1994,1994,48,11390638
Disclosure,12/11/1994,1994,49,10068126
Dumb and Dumber,12/18/1994,1994,50,16363442
Dumb and Dumber,12/25/1994,1994,51,15586425
Dumb and Dumber,1/1/1995,1994,52,14929291
Dumb and Dumber,1/8/1995,1995,1,9177151
Legends of the Fall,1/16/1995,1995,2,14038128
Legends of the Fall,1/22/1995,1995,3,9006330
Legends of the Fall,1/29/1995,1995,4,6309990
Legends of the Fall,2/5/1995,1995,5,5111888
Billy Madison,2/12/1995,1995,6,6639080
The Brady Bunch Movie,2/20/1995,1995,7,14827066
The Brady Bunch Movie,2/26/1995,1995,8,8379037
Man of the House,3/5/1995,1995,9,9473317
Outbreak,3/12/1995,1995,10,13420387
Outbreak,3/19/1995,1995,11,10808607
Outbreak,3/26/1995,1995,12,8006220
Tommy Boy,4/2/1995,1995,13,8027843
Bad Boys,4/9/1995,1995,14,15523358
Bad Boys,4/16/1995,1995,15,11016040
While You Were Sleeping,4/23/1995,1995,16,9288915
While You Were Sleeping,4/30/1995,1995,17,10491714
French Kiss,5/7/1995,1995,18,9018022
Crimson Tide,5/14/1995,1995,19,18612190
Die Hard with a Vengeance,5/21/1995,1995,20,22162245
Casper,5/28/1995,1995,21,16840385
Casper,6/4/1995,1995,22,13409610
Congo,6/11/1995,1995,23,24642539
Batman Forever,6/18/1995,1995,24,52784433
Pocahontas,6/25/1995,1995,25,29531619
Apollo 13,7/2/1995,1995,26,25353380
Apollo 13,7/9/1995,1995,27,19635095
Apollo 13,7/16/1995,1995,28,15630650
Apollo 13,7/23/1995,1995,29,12457260
Waterworld,7/30/1995,1995,30,21171780
Waterworld,8/6/1995,1995,31,13452035
Dangerous Minds,8/13/1995,1995,32,14931503
Mortal Kombat,8/20/1995,1995,33,23283887
Mortal Kombat,8/27/1995,1995,34,10309925
Mortal Kombat,9/4/1995,1995,35,8288323
"To Wong Foo, Thanks for Everything! Julie Newmar",9/10/1995,1995,36,9019180
"To Wong Foo, Thanks for Everything! Julie Newmar",9/17/1995,1995,37,6544960
Seven,9/24/1995,1995,38,13949807
Seven,10/1/1995,1995,39,12378647
Seven,10/8/1995,1995,40,10421517
Seven,10/15/1995,1995,41,8645354
Get Shorty,10/22/1995,1995,42,12700007
Get Shorty,10/29/1995,1995,43,10202007
Get Shorty,11/5/1995,1995,44,9700007
Ace Ventura: When Nature Calls,11/12/1995,1995,45,37804076
GoldenEye,11/19/1995,1995,46,26205007
Toy Story,11/26/1995,1995,47,29140617
Toy Story,12/3/1995,1995,48,20164662
Toy Story,12/10/1995,1995,49,13879803
Jumanji,12/17/1995,1995,50,11084370
Waiting to Exhale,12/25/1995,1995,51,14126927
12 Monkeys,1/7/1996,1996,1,13842990
12 Monkeys,1/14/1996,1996,2,9974510
From Dusk till Dawn,1/21/1996,1996,3,10240805
Mr. Holland's Opus,1/28/1996,1996,4,8297082
Black Sheep,2/4/1996,1996,5,10593609
Broken Arrow,2/11/1996,1996,6,15583510
Broken Arrow,2/18/1996,1996,7,11704778
Rumble in the Bronx,2/25/1996,1996,8,9858380
Up Close & Personal,3/3/1996,1996,9,11101955
The Birdcage,3/10/1996,1996,10,18275828
The Birdcage,3/17/1996,1996,11,16034306
The Birdcage,3/24/1996,1996,12,13294404
The Birdcage,3/31/1996,1996,13,10106414
Primal Fear,4/7/1996,1996,14,9871222
Primal Fear,4/14/1996,1996,15,8108561
Primal Fear,4/21/1996,1996,16,6585472
The Quest,4/28/1996,1996,17,7029120
The Craft,5/5/1996,1996,18,6710995
Twister,5/12/1996,1996,19,41059405
Twister,5/19/1996,1996,20,37093440
Mission: Impossible,5/26/1996,1996,21,45436830
Mission: Impossible,6/2/1996,1996,22,21629362
The Rock,6/9/1996,1996,23,25069525
The Cable Guy,6/16/1996,1996,24,19806226
Eraser,6/23/1996,1996,25,24566446
The Nutty Professor,6/30/1996,1996,26,25411725
Independence Day,7/7/1996,1996,27,50228264
Independence Day,7/14/1996,1996,28,35242709
Independence Day,7/21/1996,1996,29,21274817
A Time to Kill,7/28/1996,1996,30,14823159
A Time to Kill,8/4/1996,1996,31,13262934
Jack,8/11/1996,1996,32,11191496
Tin Cup,8/18/1996,1996,33,10128834
The Island of Dr. Moreau,8/25/1996,1996,34,9101987
The Crow: City of Angels,9/1/1996,1996,35,9785111
Bulletproof,9/8/1996,1996,36,6014400
Maximum Risk,9/15/1996,1996,37,5612707
The First Wives Club,9/22/1996,1996,38,18913411
The First Wives Club,9/29/1996,1996,39,15314530
The First Wives Club,10/6/1996,1996,40,11017356
The Ghost and the Darkness,10/13/1996,1996,41,9215063
Sleepers,10/20/1996,1996,42,12305745
Sleepers,10/27/1996,1996,43,9605059
Romeo + Juliet,11/3/1996,1996,44,11133231
Ransom,11/10/1996,1996,45,34216088
Space Jam,11/17/1996,1996,46,27528529
Star Trek: First Contact,11/24/1996,1996,47,30716131
101 Dalmatians,12/1/1996,1996,48,33504025
101 Dalmatians,12/8/1996,1996,49,13944053
Jerry Maguire,12/15/1996,1996,50,17084296
Beavis and Butt-head do America,12/22/1996,1996,51,20114233
Michael,12/29/1996,1996,52,17435711
Michael,1/5/1997,1997,1,12144926
The Relic,1/12/1997,1997,2,9064143
Beverly Hills Ninja,1/19/1997,1997,3,12220920
Jerry Maguire,1/26/1997,1997,4,5518727
Star Wars Episode IV: A New Hope,2/2/1997,1997,5,35906661
Star Wars Episode IV: A New Hope,2/9/1997,1997,6,24277091
Star Wars Episode IV: A New Hope,2/16/1997,1997,7,21370589
Star Wars Episode V: The Empire Strikes Back,2/23/1997,1997,8,21975993
Star Wars Episode V: The Empire Strikes Back,3/2/1997,1997,9,13145852
Private Parts,3/9/1997,1997,10,14616333
Star Wars Episode VI: Return of the Jedi,3/16/1997,1997,11,16293531
Liar Liar,3/23/1997,1997,12,31423025
Liar Liar,3/30/1997,1997,13,25377435
Liar Liar,4/6/1997,1997,14,18275295
Anaconda,4/13/1997,1997,15,16620887
Anaconda,4/20/1997,1997,16,12013566
Volcano,4/27/1997,1997,17,14581740
Breakdown,5/4/1997,1997,18,12307128
The Fifth Element,5/11/1997,1997,19,17031345
The Fifth Element,5/18/1997,1997,20,11410863
The Lost World: Jurassic Park,5/25/1997,1997,21,72132785
The Lost World: Jurassic Park,6/1/1997,1997,22,34116390
Con Air,6/8/1997,1997,23,24131738
Speed 2: Cruise Control,6/15/1997,1997,24,16158942
Batman & Robin,6/22/1997,1997,25,42872605
Face/Off,6/29/1997,1997,26,23387530
Men in Black,7/6/1997,1997,27,51068455
Men in Black,7/13/1997,1997,28,30062317
Men in Black,7/20/1997,1997,29,19029928
Air Force One,7/27/1997,1997,30,37132505
Air Force One,8/3/1997,1997,31,25731622
Conspiracy Theory,8/10/1997,1997,32,19313566
Cop Land,8/17/1997,1997,33,13510482
G.I. Jane,8/24/1997,1997,34,11094241
G.I. Jane,8/31/1997,1997,35,8183861
Fire Down Below,9/7/1997,1997,36,6073094
The Game,9/14/1997,1997,37,14337029
In & Out,9/21/1997,1997,38,15019821
The Peacemaker,9/28/1997,1997,39,12311939
Kiss the Girls,10/5/1997,1997,40,13215167
Kiss the Girls,10/12/1997,1997,41,11122441
I Know What You Did Last Summer,10/19/1997,1997,42,15818645
I Know What You Did Last Summer,10/26/1997,1997,43,12507880
I Know What You Did Last Summer,11/2/1997,1997,44,9406297
Starship Troopers,11/9/1997,1997,45,22058773
The Jackal,11/16/1997,1997,46,15164595
Mortal Kombat: Annihilation,11/23/1997,1997,47,16771694
Flubber,11/30/1997,1997,48,26725207
Flubber,12/7/1997,1997,49,11292933
Scream 2,12/14/1997,1997,50,32926342
Titanic,12/21/1997,1997,51,28638131
Titanic,12/28/1997,1997,52,35455673
Titanic,1/4/1998,1998,1,33315278
Titanic,1/11/1998,1998,2,28716310
Titanic,1/18/1998,1998,3,30010633
Titanic,1/25/1998,1998,4,25238720
Titanic,2/1/1998,1998,5,25907172
Titanic,2/8/1998,1998,6,23027838
Titanic,2/15/1998,1998,7,28167947
Titanic,2/22/1998,1998,8,21036343
Titanic,3/1/1998,1998,9,19633056
Titanic,3/8/1998,1998,10,17605849
Titanic,3/15/1998,1998,11,17578815
Titanic,3/22/1998,1998,12,17165239
Titanic,3/29/1998,1998,13,15213500
Lost in Space,4/5/1998,1998,14,20154919
City of Angels,4/12/1998,1998,15,15369048
City of Angels,4/19/1998,1998,16,12332194
The Big Hit,4/26/1998,1998,17,10809424
He Got Game,5/3/1998,1998,18,7610663
Deep Impact,5/10/1998,1998,19,41152375
Deep Impact,5/17/1998,1998,20,23266622
Godzilla,5/24/1998,1998,21,44047541
Godzilla,5/31/1998,1998,22,18020444
The Truman Show,6/7/1998,1998,23,31542121
The Truman Show,6/14/1998,1998,24,20010580
The X-Files,6/21/1998,1998,25,30138758
Doctor Dolittle,6/28/1998,1998,26,29014324
Armageddon,7/5/1998,1998,27,36089972
Lethal Weapon 4,7/12/1998,1998,28,34048124
The Mask of Zorro,7/19/1998,1998,29,22525855
Saving Private Ryan,7/26/1998,1998,30,30576104
Saving Private Ryan,8/2/1998,1998,31,23601801
Saving Private Ryan,8/9/1998,1998,32,17398000
Saving Private Ryan,8/16/1998,1998,33,13157819
Blade,8/23/1998,1998,34,17073856
Blade,8/30/1998,1998,35,10925976
There's Something About Mary,9/6/1998,1998,36,10920201
Rounders,9/13/1998,1998,37,8459126
Rush Hour,9/20/1998,1998,38,33001803
Rush Hour,9/27/1998,1998,39,21202929
Antz,10/4/1998,1998,40,17195160
Antz,10/11/1998,1998,41,14713918
Practical Magic,10/18/1998,1998,42,13104694
Pleasantville,10/25/1998,1998,43,8855063
Vampires,11/1/1998,1998,44,9106497
The Waterboy,11/8/1998,1998,45,39414071
The Waterboy,11/15/1998,1998,46,24431129
The Rugrats Movie,11/22/1998,1998,47,27321470
A Bug's Life,11/29/1998,1998,48,33258052
A Bug's Life,12/6/1998,1998,49,17174218
Star Trek: Insurrection,12/13/1998,1998,50,22052836
You've Got Mail,12/20/1998,1998,51,18426749
Patch Adams,12/27/1998,1998,52,25262280
Patch Adams,1/3/1999,1999,1,19050675
A Civil Action,1/10/1999,1999,2,15163484
Varsity Blues,1/17/1999,1999,3,15204148
Varsity Blues,1/24/1999,1999,4,10574508
She's All That,1/31/1999,1999,5,16065430
Payback,2/7/1999,1999,6,21221526
Message in a Bottle,2/14/1999,1999,7,18852976
Payback,2/21/1999,1999,8,10268237
8mm,2/28/1999,1999,9,14252888
Analyze This,3/7/1999,1999,10,18383507
Analyze This,3/14/1999,1999,11,15567669
Forces of Nature,3/21/1999,1999,12,13510728
Forces of Nature,3/28/1999,1999,13,9439629
The Matrix,4/4/1999,1999,14,27788331
The Matrix,4/11/1999,1999,15,22563331
Life,4/18/1999,1999,16,20414775
The Matrix,4/25/1999,1999,17,12642717
Entrapment,5/2/1999,1999,18,20145595
The Mummy,5/9/1999,1999,19,43369635
The Mummy,5/16/1999,1999,20,24856320
Star Wars Episode I: The Phantom Menace,5/23/1999,1999,21,64820970
Star Wars Episode I: The Phantom Menace,5/30/1999,1999,22,51399863
Star Wars Episode I: The Phantom Menace,6/6/1999,1999,23,32891653
Austin Powers: The Spy Who Shagged Me,6/13/1999,1999,24,54917604
Tarzan,6/20/1999,1999,25,34221968
Big Daddy,6/27/1999,1999,26,41536370
Wild Wild West,7/4/1999,1999,27,27687484
American Pie,7/11/1999,1999,28,18709680
Eyes Wide Shut,7/18/1999,1999,29,21706163
The Haunting,7/25/1999,1999,30,33435140
Runaway Bride,8/1/1999,1999,31,35055556
The Sixth Sense,8/8/1999,1999,32,26681262
The Sixth Sense,8/15/1999,1999,33,25764991
The Sixth Sense,8/22/1999,1999,34,23950008
The Sixth Sense,8/29/1999,1999,35,20099149
The Sixth Sense,9/5/1999,1999,36,22896967
Stigmata,9/12/1999,1999,37,18309666
Blue Streak,9/19/1999,1999,38,19208806
Double Jeopardy,9/26/1999,1999,39,23162542
Double Jeopardy,10/3/1999,1999,40,17018808
Double Jeopardy,10/10/1999,1999,41,13541285
Fight Club,10/17/1999,1999,42,11035485
The Best Man,10/24/1999,1999,43,9031660
House on Haunted Hill,10/31/1999,1999,44,15946032
The Bone Collector,11/7/1999,1999,45,16712020
Pokémon: The First Movie,11/14/1999,1999,46,31036678
The World Is Not Enough,11/21/1999,1999,47,35519007
Toy Story 2,11/28/1999,1999,48,57388839
Toy Story 2,12/5/1999,1999,49,27760276
Toy Story 2,12/12/1999,1999,50,18249880
Stuart Little,12/19/1999,1999,51,15018223
Any Given Sunday,12/26/1999,1999,52,13584625
Stuart Little,1/2/2000,1999,53,16022757
Stuart Little,1/9/2000,2000,1,11214503
Next Friday,1/16/2000,2000,2,14465156
Next Friday,1/23/2000,2000,3,8009943
Eye of the Beholder,1/30/2000,2000,4,5959447
Scream 3,2/6/2000,2000,5,34713342
Scream 3,2/13/2000,2000,6,16318053
The Whole Nine Yards,2/20/2000,2000,7,13731070
The Whole Nine Yards,2/27/2000,2000,8,9563311
The Whole Nine Yards,3/5/2000,2000,9,7174183
Mission to Mars,3/12/2000,2000,10,22855247
Erin Brockovich,3/19/2000,2000,11,28138465
Erin Brockovich,3/26/2000,2000,12,18545755
Erin Brockovich,4/2/2000,2000,13,13798460
Rules of Engagement,4/9/2000,2000,14,15011181
Rules of Engagement,4/16/2000,2000,15,10933627
U-571,4/23/2000,2000,16,19553310
U-571,4/30/2000,2000,17,12203655
Gladiator,5/7/2000,2000,18,34819017
Gladiator,5/14/2000,2000,19,24645129
Dinosaur,5/21/2000,2000,20,38854851
Mission: Impossible II,5/28/2000,2000,21,57845297
Mission: Impossible II,6/4/2000,2000,22,27016029
Gone in 60 Seconds,6/11/2000,2000,23,25336048
Shaft,6/18/2000,2000,24,21714757
"Me, Myself & Irene",6/25/2000,2000,25,24209385
The Perfect Storm,7/2/2000,2000,26,41325042
Scary Movie,7/9/2000,2000,27,42346669
X-Men,7/16/2000,2000,28,54471475
What Lies Beneath,7/23/2000,2000,29,29702959
Nutty Professor II: The Klumps,7/30/2000,2000,30,42518830
Hollow Man,8/6/2000,2000,31,26414386
Hollow Man,8/13/2000,2000,32,13048132
The Cell,8/20/2000,2000,33,17515050
Bring It On,8/27/2000,2000,34,17362105
Bring It On,9/3/2000,2000,35,11447495
The Watcher,9/10/2000,2000,36,9062295
The Watcher,9/17/2000,2000,37,5805680
Urban Legends: Final Cut,9/24/2000,2000,38,8505513
Remember the Titans,10/1/2000,2000,39,20905831
Meet the Parents,10/8/2000,2000,40,28623300
Meet the Parents,10/15/2000,2000,41,21168385
Meet the Parents,10/22/2000,2000,42,16015185
Meet the Parents,10/29/2000,2000,43,15048475
Charlie's Angels,11/5/2000,2000,44,40128550
Charlie's Angels,11/12/2000,2000,45,24606860
How the Grinch Stole Christmas,11/19/2000,2000,46,55082330
How the Grinch Stole Christmas,11/26/2000,2000,47,52118445
How the Grinch Stole Christmas,12/3/2000,2000,48,27096630
How the Grinch Stole Christmas,12/10/2000,2000,49,18646520
What Women Want,12/17/2000,2000,50,33614543
Cast Away,12/24/2000,2000,51,28883406
Cast Away,12/31/2000,2000,52,30977869
Cast Away,1/7/2001,2001,1,22220725
Save the Last Dance,1/14/2001,2001,2,23444930
Save the Last Dance,1/21/2001,2001,3,15366047
The Wedding Planner,1/28/2001,2001,4,13510293
The Wedding Planner,2/4/2001,2001,5,10605542
Hannibal,2/11/2001,2001,6,58003121
Hannibal,2/18/2001,2001,7,29707947
Hannibal,2/25/2001,2001,8,15767006
The Mexican,3/4/2001,2001,9,20108829
The Mexican,3/11/2001,2001,10,12244750
Exit Wounds,3/18/2001,2001,11,18485586
Heartbreakers,3/25/2001,2001,12,11801323
Spy Kids,4/1/2001,2001,13,26546881
Spy Kids,4/8/2001,2001,14,17079114
Spy Kids,4/15/2001,2001,15,12501512
Bridget Jones's Diary,4/22/2001,2001,16,10184136
Driven,4/29/2001,2001,17,12174504
The Mummy Returns,5/6/2001,2001,18,68139035
The Mummy Returns,5/13/2001,2001,19,33741755
Shrek,5/20/2001,2001,20,42347760
Pearl Harbor,5/27/2001,2001,21,59078912
Pearl Harbor,6/3/2001,2001,22,29558276
Swordfish,6/10/2001,2001,23,18145632
Lara Croft: Tomb Raider,6/17/2001,2001,24,47735743
The Fast and the Furious,6/24/2001,2001,25,40089015
A.I. Artificial Intelligence,7/1/2001,2001,26,29352630
Cats & Dogs,7/8/2001,2001,27,21707617
Legally Blonde,7/15/2001,2001,28,20377426
Jurassic Park III,7/22/2001,2001,29,50771645
Planet of the Apes,7/29/2001,2001,30,68532960
Rush Hour 2,8/5/2001,2001,31,67408222
American Pie 2,8/12/2001,2001,32,45117985
American Pie 2,8/19/2001,2001,33,21104650
American Pie 2,8/26/2001,2001,34,12517475
Jeepers Creepers,9/2/2001,2001,35,13106108
The Musketeer,9/9/2001,2001,36,10312740
Hardball,9/16/2001,2001,37,9386342
Hardball,9/23/2001,2001,38,8058338
Don't Say a Word,9/30/2001,2001,39,17090474
Training Day,10/7/2001,2001,40,22550788
Training Day,10/14/2001,2001,41,13386457
From Hell,10/21/2001,2001,42,11014818
K-PAX,10/28/2001,2001,43,17215275
"Monsters, Inc.",11/4/2001,2001,44,62577067
"Monsters, Inc.",11/11/2001,2001,45,45551028
Harry Potter and the Sorcerer's Stone,11/18/2001,2001,46,90294621
Harry Potter and the Sorcerer's Stone,11/25/2001,2001,47,57487755
Harry Potter and the Sorcerer's Stone,12/2/2001,2001,48,23642327
Ocean's Eleven,12/9/2001,2001,49,38107822
Vanilla Sky,12/16/2001,2001,50,25015518
The Lord of the Rings: The Fellowship of the Ring,12/23/2001,2001,51,47211490
The Lord of the Rings: The Fellowship of the Ring,12/30/2001,2001,52,38695582
The Lord of the Rings: The Fellowship of the Ring,1/6/2002,2002,1,23006447
The Lord of the Rings: The Fellowship of the Ring,1/13/2002,2002,2,16201260
Black Hawk Down,1/20/2002,2002,3,28611736
Black Hawk Down,1/27/2002,2002,4,17012268
Black Hawk Down,2/3/2002,2002,5,11112555
Collateral Damage,2/10/2002,2002,6,15058432
John Q,2/17/2002,2002,7,20275194
Queen of the Damned,2/24/2002,2002,8,14757535
We Were Soldiers,3/3/2002,2002,9,20212543
The Time Machine,3/10/2002,2002,10,22610437
Ice Age,3/17/2002,2002,11,46312454
Blade II,3/24/2002,2002,12,32528016
Panic Room,3/31/2002,2002,13,30056751
Panic Room,4/7/2002,2002,14,18244157
Changing Lanes,4/14/2002,2002,15,17128062
The Scorpion King,4/21/2002,2002,16,36075875
The Scorpion King,4/28/2002,2002,17,18038270
Spider-Man,5/4/2002,2002,18,114844116
Spider-Man,5/12/2002,2002,19,71417527
Star Wars Episode II: Attack of the Clones,5/19/2002,2002,20,80027814
Star Wars Episode II: Attack of the Clones,5/26/2002,2002,21,47880532
The Sum of All Fears,6/2/2002,2002,22,31178526
The Sum of All Fears,6/9/2002,2002,23,19230111
Scooby-Doo,6/16/2002,2002,24,54155312
Minority Report,6/23/2002,2002,25,35677125
Mr. Deeds,6/30/2002,2002,26,37162787
Men in Black II,7/7/2002,2002,27,52148751
Men in Black II,7/14/2002,2002,28,24410311
Road to Perdition,7/21/2002,2002,29,15412515
Austin Powers in Goldmember,7/28/2002,2002,30,73071188
Signs,8/4/2002,2002,31,60117080
xXx,8/11/2002,2002,32,44506103
xXx,8/18/2002,2002,33,22111421
Signs,8/25/2002,2002,34,14285028
Signs,9/1/2002,2002,35,13441194
Swimfan,9/8/2002,2002,36,11326601
Barbershop,9/15/2002,2002,37,20627433
Barbershop,9/22/2002,2002,38,12817223
Sweet Home Alabama,9/29/2002,2002,39,35648740
Red Dragon,10/6/2002,2002,40,36540945
Red Dragon,10/13/2002,2002,41,17655750
The Ring,10/20/2002,2002,42,15015393
Jackass: The Movie,10/27/2002,2002,43,22763437
The Santa Clause 2,11/3/2002,2002,44,29008696
8 Mile,11/10/2002,2002,45,51240555
Harry Potter and the Chamber of Secrets,11/17/2002,2002,46,88357488
Die Another Day,11/24/2002,2002,47,47072040
Harry Potter and the Chamber of Secrets,12/1/2002,2002,48,32117496
Die Another Day,12/8/2002,2002,49,12843007
Maid in Manhattan,12/15/2002,2002,50,18711407
The Lord of the Rings: The Two Towers,12/22/2002,2002,51,62007528
The Lord of the Rings: The Two Towers,12/29/2002,2002,52,48875549
The Lord of the Rings: The Two Towers,1/5/2003,2003,1,25017279
Just Married,1/12/2003,2003,2,17548993
Kangaroo Jack,1/19/2003,2003,3,16580209
Darkness Falls,1/26/2003,2003,4,12024917
The Recruit,2/2/2003,2003,5,16302063
How to Lose a Guy in 10 Days,2/9/2003,2003,6,23774850
Daredevil,2/16/2003,2003,7,40310419
Daredevil,2/23/2003,2003,8,18092309
Cradle 2 the Grave,3/2/2003,2003,9,16521468
Bringing Down the House,3/9/2003,2003,10,31101026
Bringing Down the House,3/16/2003,2003,11,22054934
Bringing Down the House,3/23/2003,2003,12,16204468
Head of State,3/30/2003,2003,13,13503484
Phone Booth,4/6/2003,2003,14,15021088
Anger Management,4/13/2003,2003,15,42220847
Anger Management,4/20/2003,2003,16,25005588
Identity,4/27/2003,2003,17,16225263
